지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
문산체육공원,지진대피소,옥외대피장소,공원,경기도 파주시 문산읍 율곡로 408,경기도 파주시 문산읍 임진리 51-21번지,37.88405937,126.7936447,24520,14861,Y,031-940-4119,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
문산초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 문산읍 문향로67번길 58,경기도 파주시 문산읍 문산리 86번지,37.86072038,126.783146,2700,1636,Y,031-952-9802,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
법원여자중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 법원읍 자운서원로 31,경기도 파주시 법원읍 가야리 57-1번지,37.85259792,126.8688528,5400,3273,Y,031-958-0788,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
법원체육공원,지진대피소,옥외대피장소,공원,경기도 파주시 법원읍 술이홀로 679,경기도 파주시 법원읍 대능리 448-5,37.83921539,126.8551984,4686,2840,Y,031-940-4119,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
봉일천중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 조리읍 두루봉로 47,경기도 파주시 조리읍 봉일천리 257번지,37.74837558,126.8132206,9581,5807,Y,031-956-5910,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
봉일천초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 조리읍 통일로 333,경기도 파주시 조리읍 봉일천리 191-6번지,37.74500369,126.8073336,6579,3987,Y,031-944-7022,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
삼광중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 적성면 청송로 701,경기도 파주시 적성면 식현리 284번지,37.9451518,126.8863407,5500,3333,Y,031-958-4340,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
삼성초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 탄현면 방촌로 1009-20,경기도 파주시 탄현면 금승리 491번지,37.82561671,126.7327855,2769,1678,Y,031-942-9460,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
새금초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 후곡로 104,경기도 파주시 금촌동 1018번지,37.74819309,126.7729654,1920,1164,Y,031-957-5904,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
석곶초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 책향기로 451,경기도 파주시 동패동 1700번지,37.72519165,126.7217537,3692,2238,Y,031-949-8320,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
선유중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 문산읍 독서울1길 37,경기도 파주시 문산읍 선유리 1395-0,37.86657252,126.8021223,2829,1715,Y,031-956-8400,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
세경고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 파주읍 연풍리 445-0,경기도 파주시 파주읍 연풍리 445-0,37.83224713,126.8297656,4050,2455,Y,031-950-9904,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
신산초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 광탄면 심궁로 13,경기도 파주시 광탄면 신산리 199번지,37.7806027,126.852316,17405,10548,Y,031-947-3308,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
신촌동 공터 1,지진대피소,옥외대피장소,기타,경기도 파주시 신촌동 725-4,경기도 파주시 신촌동 725-4,37.72833062,126.6947694,2520,763,Y,031-940-4119,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
신촌동 공터 2,지진대피소,옥외대피장소,기타,경기도 파주시 신촌동 722-3,경기도 파주시 신촌동 722-3,37.73062334,126.6947535,4541,1376,Y,031-940-4119,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
연풍초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 파주읍 연풍초교길 25,경기도 파주시 파주읍 연풍리 427번지,37.83104761,126.8348585,9000,5455,Y,031-954-2177,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
와동초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 금바위로 17,경기도 파주시 와동동 1348-1번지,37.72648529,126.7567451,3620,2194,Y,031-946-2674,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
와석초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 한빛로 7,경기도 파주시 야당동 1008번지,37.71049262,126.7530368,4989,3024,Y,031-957-8724,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
운광초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 한울로 90,경기도 파주시 동패동 1769번지,37.70970631,126.7409729,2728,1653,Y,031-943-3068,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
운정고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 와석순환로 267,경기도 파주시 목동동 1146번지,37.7220429,126.7363203,2852,1728,Y,031-950-7300,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
운정지구 메아리공원,지진대피소,옥외대피장소,공원,경기도 파주시 동패동 1766,경기도 파주시 동패동 1766,37.70830724,126.7374321,67053,40638,Y,031-940-4119,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
운정지구 오름공원,지진대피소,옥외대피장소,공원,경기도 파주시 야당동 993,경기도 파주시 야당동 993,37.71416247,126.7552169,18942,11480,Y,031-940-4119,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
운정초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 와석순환로 35-34,경기도 파주시 야당동 1027번지,37.70790315,126.7538619,2240,1358,Y,031-8071-1682,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
웅담초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 법원읍 수작골길 14,경기도 파주시 법원읍 웅담리 387-1번지,37.91422071,126.8957044,3940,2388,Y,031-958-1626,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
"율곡중,고등학교 운동장",지진대피소,옥외대피장소,운동장,경기도 파주시 법원읍 사임당로905번길 10,경기도 파주시 법원읍 법원리 378번지,37.84916125,126.8802801,6748,4090,Y,031-958-0832,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
임진초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 문산읍 문향로17번길 36,경기도 파주시 문산읍 문산리 21번지,37.85477334,126.7846906,3798,2302,Y,031-954-4046,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
자운학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 교하로 220,경기도 파주시 목동동 1090번지,37.71902527,126.7423957,12083,7323,Y,031-935-8130,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
자유초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 문산읍 방촌로 1722,경기도 파주시 문산읍 당동리 939번지,37.86553767,126.7865549,3230,1958,Y,031-954-3813,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
장파초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 파평면 장마루5길 11,경기도 파주시 파평면 장파리 348-1번지,37.94136685,126.837588,9129,5533,Y,031-958-3267,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
지산중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 미래로 532,경기도 파주시 와동동 1356-1번지,37.72474461,126.752386,3041,1843,Y,031-950-3461,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
지산초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 경의로 1274,경기도 파주시 와동동 1339-5번지,37.73092246,126.7615178,2655,1609,Y,031-943-4209,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
천현초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 법원읍 사임당로 875,경기도 파주시 법원읍 법원리 440-1번지,37.84977558,126.878402,5138,3114,Y,031-958-6284,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
청석초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 청석로 330,경기도 파주시 다율동 983번지,37.73090226,126.7195906,3535,2142,Y,031-941-4746,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
청암초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 청암로 16,경기도 파주시 목동동 114-46번지,37.73087581,126.7378499,2678,1623,Y,031-946-0052,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
탄현면 공터 1,지진대피소,옥외대피장소,기타,경기도 파주시 탄현면 헤이리마을길 70-21,경기도 파주시 탄현면 법흥리 1652-239번지,37.78817499,126.6992391,7274,4408,Y,031-940-4119,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
통일동산(계절화원),지진대피소,옥외대피장소,기타,경기도 파주시 탄현면 성동리 669-3,경기도 파주시 탄현면 성동리 669-3,37.78107638,126.687957,10688,6478,Y,031-940-4119,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
통일초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 탄현면 사슴벌레로 14,경기도 파주시 탄현면 법흥리 1719번지,37.77488078,126.7036471,2666,1616,Y,031-945-1974,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
파주고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 문산읍 독산로31번길 39,경기도 파주시 문산읍 당동리 140-0,37.86005066,126.7813818,6400,3879,Y,031-953-9566,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
파주광일중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 월롱면 함영골길 10,경기도 파주시 월롱면 영태리 535번지,37.77449916,126.7872437,4600,2788,Y,031-940-1902,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
파주대원초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 조리읍 대원로 30,경기도 파주시 조리읍 대원리 203번지,37.72729831,126.8189906,2005,1215,Y,031-948-7022,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
파주초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 파주읍 우계로53번길 15,경기도 파주시 파주읍 파주리 492-3번지,37.83141127,126.8152333,9000,5455,Y,031-952-4216,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
파평초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 파평면 파평산로478번길 37,경기도 파주시 파평면 두포리 260번지,37.90361087,126.8380661,9503,5759,Y,031-952-1110,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
한가람중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 금바위로 77,경기도 파주시 와동동 1316번지,37.73115351,126.7564258,2520,1527,Y,031-950-7979,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
한가람초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 금바위로 87,경기도 파주시 와동동 1318번지,37.73207889,126.7560326,8763,5311,Y,031-8071-5282,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
한민고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 광탄면 혜음로 765,경기도 파주시 광탄면 용미리 704-10번지,37.75805679,126.8580704,3840,2327,Y,031-937-6501,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
한빛고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 한빛로 36,경기도 파주시 야당동 1013번지,37.7134805,126.7548868,2800,1697,Y,031-946-7013,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
한빛중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 한빛로 56,경기도 파주시 야당동 992번지,37.71464454,126.754883,2400,1455,Y,031-950-6110,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
한빛초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 미래로408번길 77,경기도 파주시 야당동 983번지,37.71486352,126.7510307,2520,1527,Y,031-950-5970,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
해솔중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 해솔로 60,경기도 파주시 목동동 661번지,37.72746249,126.7458749,1705,1033,Y,070-7731-3122,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
해솔초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 해솔로 40,경기도 파주시 목동동 664번지,37.72664764,126.747375,1847,1119,Y,031-944-2187,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
